dwid,db_date,year,month,day,hour,quarter,week,day_name,month_name,weekend_flag
2019031018,2019-03-10,2019,3,10,18,1,10,Sunday,March,true
2019031019,2019-03-10,2019,3,10,19,1,10,Sunday,March,true
2019031020,2019-03-10,2019,3,10,20,1,10,Sunday,March,true
2019031021,2019-03-10,2019,3,10,21,1,10,Sunday,March,true
2019031022,2019-03-10,2019,3,10,22,1,10,Sunday,March,true
2019031023,2019-03-10,2019,3,10,23,1,10,Sunday,March,true
2019031100,2019-03-11,2019,3,11,0,1,11,Monday,March,false
2019031101,2019-03-11,2019,3,11,1,1,11,Monday,March,false
2019031102,2019-03-11,2019,3,11,2,1,11,Monday,March,false
2019031103,2019-03-11,2019,3,11,3,1,11,Monday,March,false
2019031104,2019-03-11,2019,3,11,4,1,11,Monday,March,false
2019031105,2019-03-11,2019,3,11,5,1,11,Monday,March,false
2019031106,2019-03-11,2019,3,11,6,1,11,Monday,March,false
2019031107,2019-03-11,2019,3,11,7,1,11,Monday,March,false
2019031108,2019-03-11,2019,3,11,8,1,11,Monday,March,false
2019031109,2019-03-11,2019,3,11,9,1,11,Monday,March,false
2019031110,2019-03-11,2019,3,11,10,1,11,Monday,March,false
2019031111,2019-03-11,2019,3,11,11,1,11,Monday,March,false
2019031112,2019-03-11,2019,3,11,12,1,11,Monday,March,false
2019031113,2019-03-11,2019,3,11,13,1,11,Monday,March,false
2019031114,2019-03-11,2019,3,11,14,1,11,Monday,March,false
2019031115,2019-03-11,2019,3,11,15,1,11,Monday,March,false
2019031116,2019-03-11,2019,3,11,16,1,11,Monday,March,false
2019031117,2019-03-11,2019,3,11,17,1,11,Monday,March,false
2019031118,2019-03-11,2019,3,11,18,1,11,Monday,March,false
2019031119,2019-03-11,2019,3,11,19,1,11,Monday,March,false
2019031120,2019-03-11,2019,3,11,20,1,11,Monday,March,false
2019031121,2019-03-11,2019,3,11,21,1,11,Monday,March,false
2019031122,2019-03-11,2019,3,11,22,1,11,Monday,March,false
2019031123,2019-03-11,2019,3,11,23,1,11,Monday,March,false
2019031200,2019-03-12,2019,3,12,0,1,11,Tuesday,March,false
2019031201,2019-03-12,2019,3,12,1,1,11,Tuesday,March,false
2019031202,2019-03-12,2019,3,12,2,1,11,Tuesday,March,false
2019031203,2019-03-12,2019,3,12,3,1,11,Tuesday,March,false
2019031204,2019-03-12,2019,3,12,4,1,11,Tuesday,March,false
2019031205,2019-03-12,2019,3,12,5,1,11,Tuesday,March,false
2019031206,2019-03-12,2019,3,12,6,1,11,Tuesday,March,false
2019031207,2019-03-12,2019,3,12,7,1,11,Tuesday,March,false
2019031208,2019-03-12,2019,3,12,8,1,11,Tuesday,March,false
2019031209,2019-03-12,2019,3,12,9,1,11,Tuesday,March,false
2019031210,2019-03-12,2019,3,12,10,1,11,Tuesday,March,false
2019031211,2019-03-12,2019,3,12,11,1,11,Tuesday,March,false
2019031212,2019-03-12,2019,3,12,12,1,11,Tuesday,March,false
2019031213,2019-03-12,2019,3,12,13,1,11,Tuesday,March,false
2019031214,2019-03-12,2019,3,12,14,1,11,Tuesday,March,false
2019031215,2019-03-12,2019,3,12,15,1,11,Tuesday,March,false
2019031216,2019-03-12,2019,3,12,16,1,11,Tuesday,March,false
2019031217,2019-03-12,2019,3,12,17,1,11,Tuesday,March,false
2019031218,2019-03-12,2019,3,12,18,1,11,Tuesday,March,false
2019031219,2019-03-12,2019,3,12,19,1,11,Tuesday,March,false
2019031220,2019-03-12,2019,3,12,20,1,11,Tuesday,March,false
2019031221,2019-03-12,2019,3,12,21,1,11,Tuesday,March,false
2019031222,2019-03-12,2019,3,12,22,1,11,Tuesday,March,false
2019031223,2019-03-12,2019,3,12,23,1,11,Tuesday,March,false
2019031300,2019-03-13,2019,3,13,0,1,11,Wednesday,March,false
2019031301,2019-03-13,2019,3,13,1,1,11,Wednesday,March,false
2019031302,2019-03-13,2019,3,13,2,1,11,Wednesday,March,false
2019031303,2019-03-13,2019,3,13,3,1,11,Wednesday,March,false
2019031304,2019-03-13,2019,3,13,4,1,11,Wednesday,March,false
2019031305,2019-03-13,2019,3,13,5,1,11,Wednesday,March,false
2019031306,2019-03-13,2019,3,13,6,1,11,Wednesday,March,false
2019031307,2019-03-13,2019,3,13,7,1,11,Wednesday,March,false
2019031308,2019-03-13,2019,3,13,8,1,11,Wednesday,March,false
2019031309,2019-03-13,2019,3,13,9,1,11,Wednesday,March,false
2019031310,2019-03-13,2019,3,13,10,1,11,Wednesday,March,false
2019031311,2019-03-13,2019,3,13,11,1,11,Wednesday,March,false
2019031312,2019-03-13,2019,3,13,12,1,11,Wednesday,March,false
2019031313,2019-03-13,2019,3,13,13,1,11,Wednesday,March,false
2019031314,2019-03-13,2019,3,13,14,1,11,Wednesday,March,false
2019031315,2019-03-13,2019,3,13,15,1,11,Wednesday,March,false
2019031316,2019-03-13,2019,3,13,16,1,11,Wednesday,March,false
2019031317,2019-03-13,2019,3,13,17,1,11,Wednesday,March,false
2019031318,2019-03-13,2019,3,13,18,1,11,Wednesday,March,false
2019031319,2019-03-13,2019,3,13,19,1,11,Wednesday,March,false
2019031320,2019-03-13,2019,3,13,20,1,11,Wednesday,March,false
2019031321,2019-03-13,2019,3,13,21,1,11,Wednesday,March,false
2019031322,2019-03-13,2019,3,13,22,1,11,Wednesday,March,false
2019031323,2019-03-13,2019,3,13,23,1,11,Wednesday,March,false
2019031400,2019-03-14,2019,3,14,0,1,11,Thursday,March,false
2019031401,2019-03-14,2019,3,14,1,1,11,Thursday,March,false
2019031402,2019-03-14,2019,3,14,2,1,11,Thursday,March,false
2019031403,2019-03-14,2019,3,14,3,1,11,Thursday,March,false
2019031404,2019-03-14,2019,3,14,4,1,11,Thursday,March,false
2019031405,2019-03-14,2019,3,14,5,1,11,Thursday,March,false
2019031406,2019-03-14,2019,3,14,6,1,11,Thursday,March,false
2019031407,2019-03-14,2019,3,14,7,1,11,Thursday,March,false
2019031408,2019-03-14,2019,3,14,8,1,11,Thursday,March,false
2019031409,2019-03-14,2019,3,14,9,1,11,Thursday,March,false
2019031410,2019-03-14,2019,3,14,10,1,11,Thursday,March,false
2019031411,2019-03-14,2019,3,14,11,1,11,Thursday,March,false
2019031412,2019-03-14,2019,3,14,12,1,11,Thursday,March,false
2019031413,2019-03-14,2019,3,14,13,1,11,Thursday,March,false
2019031414,2019-03-14,2019,3,14,14,1,11,Thursday,March,false
2019031415,2019-03-14,2019,3,14,15,1,11,Thursday,March,false
2019031416,2019-03-14,2019,3,14,16,1,11,Thursday,March,false
2019031417,2019-03-14,2019,3,14,17,1,11,Thursday,March,false
2019031418,2019-03-14,2019,3,14,18,1,11,Thursday,March,false
2019031419,2019-03-14,2019,3,14,19,1,11,Thursday,March,false
2019031420,2019-03-14,2019,3,14,20,1,11,Thursday,March,false
2019031421,2019-03-14,2019,3,14,21,1,11,Thursday,March,false
2019031422,2019-03-14,2019,3,14,22,1,11,Thursday,March,false
2019031423,2019-03-14,2019,3,14,23,1,11,Thursday,March,false
2019031500,2019-03-15,2019,3,15,0,1,11,Friday,March,false
2019031501,2019-03-15,2019,3,15,1,1,11,Friday,March,false
2019031502,2019-03-15,2019,3,15,2,1,11,Friday,March,false
2019031503,2019-03-15,2019,3,15,3,1,11,Friday,March,false
2019031504,2019-03-15,2019,3,15,4,1,11,Friday,March,false
2019031505,2019-03-15,2019,3,15,5,1,11,Friday,March,false
2019031506,2019-03-15,2019,3,15,6,1,11,Friday,March,false
2019031507,2019-03-15,2019,3,15,7,1,11,Friday,March,false
2019031508,2019-03-15,2019,3,15,8,1,11,Friday,March,false
2019031509,2019-03-15,2019,3,15,9,1,11,Friday,March,false
2019031510,2019-03-15,2019,3,15,10,1,11,Friday,March,false
2019031511,2019-03-15,2019,3,15,11,1,11,Friday,March,false
2019031512,2019-03-15,2019,3,15,12,1,11,Friday,March,false
2019031513,2019-03-15,2019,3,15,13,1,11,Friday,March,false
2019031514,2019-03-15,2019,3,15,14,1,11,Friday,March,false
2019031515,2019-03-15,2019,3,15,15,1,11,Friday,March,false
2019031516,2019-03-15,2019,3,15,16,1,11,Friday,March,false
2019031517,2019-03-15,2019,3,15,17,1,11,Friday,March,false
2019031518,2019-03-15,2019,3,15,18,1,11,Friday,March,false
2019031519,2019-03-15,2019,3,15,19,1,11,Friday,March,false
2019031520,2019-03-15,2019,3,15,20,1,11,Friday,March,false
2019031521,2019-03-15,2019,3,15,21,1,11,Friday,March,false
2019031522,2019-03-15,2019,3,15,22,1,11,Friday,March,false
2019031523,2019-03-15,2019,3,15,23,1,11,Friday,March,false
2019031600,2019-03-16,2019,3,16,0,1,11,Saturday,March,true
2019031601,2019-03-16,2019,3,16,1,1,11,Saturday,March,true
2019031602,2019-03-16,2019,3,16,2,1,11,Saturday,March,true
2019031603,2019-03-16,2019,3,16,3,1,11,Saturday,March,true
2019031604,2019-03-16,2019,3,16,4,1,11,Saturday,March,true
2019031605,2019-03-16,2019,3,16,5,1,11,Saturday,March,true
2019031606,2019-03-16,2019,3,16,6,1,11,Saturday,March,true
2019031607,2019-03-16,2019,3,16,7,1,11,Saturday,March,true
2019031608,2019-03-16,2019,3,16,8,1,11,Saturday,March,true
2019031609,2019-03-16,2019,3,16,9,1,11,Saturday,March,true
2019031610,2019-03-16,2019,3,16,10,1,11,Saturday,March,true
2019031611,2019-03-16,2019,3,16,11,1,11,Saturday,March,true
2019031612,2019-03-16,2019,3,16,12,1,11,Saturday,March,true
2019031613,2019-03-16,2019,3,16,13,1,11,Saturday,March,true
2019031614,2019-03-16,2019,3,16,14,1,11,Saturday,March,true
2019031615,2019-03-16,2019,3,16,15,1,11,Saturday,March,true
2019031616,2019-03-16,2019,3,16,16,1,11,Saturday,March,true
2019031617,2019-03-16,2019,3,16,17,1,11,Saturday,March,true
2019031618,2019-03-16,2019,3,16,18,1,11,Saturday,March,true
2019031619,2019-03-16,2019,3,16,19,1,11,Saturday,March,true
2019031620,2019-03-16,2019,3,16,20,1,11,Saturday,March,true
2019031621,2019-03-16,2019,3,16,21,1,11,Saturday,March,true
2019031622,2019-03-16,2019,3,16,22,1,11,Saturday,March,true
2019031623,2019-03-16,2019,3,16,23,1,11,Saturday,March,true
2019031700,2019-03-17,2019,3,17,0,1,11,Sunday,March,true
2019031701,2019-03-17,2019,3,17,1,1,11,Sunday,March,true
2019031702,2019-03-17,2019,3,17,2,1,11,Sunday,March,true
2019031703,2019-03-17,2019,3,17,3,1,11,Sunday,March,true
2019031704,2019-03-17,2019,3,17,4,1,11,Sunday,March,true
2019031705,2019-03-17,2019,3,17,5,1,11,Sunday,March,true
2019031706,2019-03-17,2019,3,17,6,1,11,Sunday,March,true
2019031707,2019-03-17,2019,3,17,7,1,11,Sunday,March,true
2019031708,2019-03-17,2019,3,17,8,1,11,Sunday,March,true
2019031709,2019-03-17,2019,3,17,9,1,11,Sunday,March,true
2019031710,2019-03-17,2019,3,17,10,1,11,Sunday,March,true
2019031711,2019-03-17,2019,3,17,11,1,11,Sunday,March,true
2019031712,2019-03-17,2019,3,17,12,1,11,Sunday,March,true
2019031713,2019-03-17,2019,3,17,13,1,11,Sunday,March,true
2019031714,2019-03-17,2019,3,17,14,1,11,Sunday,March,true
2019031715,2019-03-17,2019,3,17,15,1,11,Sunday,March,true
2019031716,2019-03-17,2019,3,17,16,1,11,Sunday,March,true
2019031717,2019-03-17,2019,3,17,17,1,11,Sunday,March,true
2019031718,2019-03-17,2019,3,17,18,1,11,Sunday,March,true
2019031719,2019-03-17,2019,3,17,19,1,11,Sunday,March,true
2019031720,2019-03-17,2019,3,17,20,1,11,Sunday,March,true
2019031721,2019-03-17,2019,3,17,21,1,11,Sunday,March,true
2019031722,2019-03-17,2019,3,17,22,1,11,Sunday,March,true
2019031723,2019-03-17,2019,3,17,23,1,11,Sunday,March,true
2019031800,2019-03-18,2019,3,18,0,1,12,Monday,March,false
2019031801,2019-03-18,2019,3,18,1,1,12,Monday,March,false
2019031802,2019-03-18,2019,3,18,2,1,12,Monday,March,false
2019031803,2019-03-18,2019,3,18,3,1,12,Monday,March,false
2019031804,2019-03-18,2019,3,18,4,1,12,Monday,March,false
2019031805,2019-03-18,2019,3,18,5,1,12,Monday,March,false
2019031806,2019-03-18,2019,3,18,6,1,12,Monday,March,false
2019031807,2019-03-18,2019,3,18,7,1,12,Monday,March,false
2019031808,2019-03-18,2019,3,18,8,1,12,Monday,March,false
2019031809,2019-03-18,2019,3,18,9,1,12,Monday,March,false
2019031810,2019-03-18,2019,3,18,10,1,12,Monday,March,false
2019031811,2019-03-18,2019,3,18,11,1,12,Monday,March,false
2019031812,2019-03-18,2019,3,18,12,1,12,Monday,March,false
2019031813,2019-03-18,2019,3,18,13,1,12,Monday,March,false
2019031814,2019-03-18,2019,3,18,14,1,12,Monday,March,false
2019031815,2019-03-18,2019,3,18,15,1,12,Monday,March,false
2019031816,2019-03-18,2019,3,18,16,1,12,Monday,March,false
2019031817,2019-03-18,2019,3,18,17,1,12,Monday,March,false
2019031818,2019-03-18,2019,3,18,18,1,12,Monday,March,false
2019031819,2019-03-18,2019,3,18,19,1,12,Monday,March,false
2019031820,2019-03-18,2019,3,18,20,1,12,Monday,March,false
2019031821,2019-03-18,2019,3,18,21,1,12,Monday,March,false
2019031822,2019-03-18,2019,3,18,22,1,12,Monday,March,false
2019031823,2019-03-18,2019,3,18,23,1,12,Monday,March,false
2019031900,2019-03-19,2019,3,19,0,1,12,Tuesday,March,false
2019031901,2019-03-19,2019,3,19,1,1,12,Tuesday,March,false
2019031902,2019-03-19,2019,3,19,2,1,12,Tuesday,March,false
2019031903,2019-03-19,2019,3,19,3,1,12,Tuesday,March,false
2019031904,2019-03-19,2019,3,19,4,1,12,Tuesday,March,false
2019031905,2019-03-19,2019,3,19,5,1,12,Tuesday,March,false
2019031906,2019-03-19,2019,3,19,6,1,12,Tuesday,March,false
2019031907,2019-03-19,2019,3,19,7,1,12,Tuesday,March,false
2019031908,2019-03-19,2019,3,19,8,1,12,Tuesday,March,false
2019031909,2019-03-19,2019,3,19,9,1,12,Tuesday,March,false
2019031910,2019-03-19,2019,3,19,10,1,12,Tuesday,March,false
2019031911,2019-03-19,2019,3,19,11,1,12,Tuesday,March,false
2019031912,2019-03-19,2019,3,19,12,1,12,Tuesday,March,false
2019031913,2019-03-19,2019,3,19,13,1,12,Tuesday,March,false
2019031914,2019-03-19,2019,3,19,14,1,12,Tuesday,March,false
2019031915,2019-03-19,2019,3,19,15,1,12,Tuesday,March,false
2019031916,2019-03-19,2019,3,19,16,1,12,Tuesday,March,false
2019031917,2019-03-19,2019,3,19,17,1,12,Tuesday,March,false
2019031918,2019-03-19,2019,3,19,18,1,12,Tuesday,March,false
2019031919,2019-03-19,2019,3,19,19,1,12,Tuesday,March,false
2019031920,2019-03-19,2019,3,19,20,1,12,Tuesday,March,false
2019031921,2019-03-19,2019,3,19,21,1,12,Tuesday,March,false
2019031922,2019-03-19,2019,3,19,22,1,12,Tuesday,March,false
2019031923,2019-03-19,2019,3,19,23,1,12,Tuesday,March,false
2019032000,2019-03-20,2019,3,20,0,1,12,Wednesday,March,false
2019032001,2019-03-20,2019,3,20,1,1,12,Wednesday,March,false
2019032002,2019-03-20,2019,3,20,2,1,12,Wednesday,March,false
2019032003,2019-03-20,2019,3,20,3,1,12,Wednesday,March,false
2019032004,2019-03-20,2019,3,20,4,1,12,Wednesday,March,false
2019032005,2019-03-20,2019,3,20,5,1,12,Wednesday,March,false
2019032006,2019-03-20,2019,3,20,6,1,12,Wednesday,March,false
2019032007,2019-03-20,2019,3,20,7,1,12,Wednesday,March,false
2019032008,2019-03-20,2019,3,20,8,1,12,Wednesday,March,false
2019032009,2019-03-20,2019,3,20,9,1,12,Wednesday,March,false
2019032010,2019-03-20,2019,3,20,10,1,12,Wednesday,March,false
2019032011,2019-03-20,2019,3,20,11,1,12,Wednesday,March,false
2019032012,2019-03-20,2019,3,20,12,1,12,Wednesday,March,false
2019032013,2019-03-20,2019,3,20,13,1,12,Wednesday,March,false
2019032014,2019-03-20,2019,3,20,14,1,12,Wednesday,March,false
2019032015,2019-03-20,2019,3,20,15,1,12,Wednesday,March,false
2019032016,2019-03-20,2019,3,20,16,1,12,Wednesday,March,false
2019032017,2019-03-20,2019,3,20,17,1,12,Wednesday,March,false
2019032018,2019-03-20,2019,3,20,18,1,12,Wednesday,March,false
2019032019,2019-03-20,2019,3,20,19,1,12,Wednesday,March,false
2019032020,2019-03-20,2019,3,20,20,1,12,Wednesday,March,false
2019032021,2019-03-20,2019,3,20,21,1,12,Wednesday,March,false
2019032022,2019-03-20,2019,3,20,22,1,12,Wednesday,March,false
2019032023,2019-03-20,2019,3,20,23,1,12,Wednesday,March,false
2019032100,2019-03-21,2019,3,21,0,1,12,Thursday,March,false
2019032101,2019-03-21,2019,3,21,1,1,12,Thursday,March,false
2019032102,2019-03-21,2019,3,21,2,1,12,Thursday,March,false
2019032103,2019-03-21,2019,3,21,3,1,12,Thursday,March,false
2019032104,2019-03-21,2019,3,21,4,1,12,Thursday,March,false
2019032105,2019-03-21,2019,3,21,5,1,12,Thursday,March,false
2019032106,2019-03-21,2019,3,21,6,1,12,Thursday,March,false
2019032107,2019-03-21,2019,3,21,7,1,12,Thursday,March,false
2019032108,2019-03-21,2019,3,21,8,1,12,Thursday,March,false
2019032109,2019-03-21,2019,3,21,9,1,12,Thursday,March,false
2019032110,2019-03-21,2019,3,21,10,1,12,Thursday,March,false
2019032111,2019-03-21,2019,3,21,11,1,12,Thursday,March,false
2019032112,2019-03-21,2019,3,21,12,1,12,Thursday,March,false
2019032113,2019-03-21,2019,3,21,13,1,12,Thursday,March,false
2019032114,2019-03-21,2019,3,21,14,1,12,Thursday,March,false
2019032115,2019-03-21,2019,3,21,15,1,12,Thursday,March,false
2019032116,2019-03-21,2019,3,21,16,1,12,Thursday,March,false
2019032117,2019-03-21,2019,3,21,17,1,12,Thursday,March,false
2019032118,2019-03-21,2019,3,21,18,1,12,Thursday,March,false
2019032119,2019-03-21,2019,3,21,19,1,12,Thursday,March,false
2019032120,2019-03-21,2019,3,21,20,1,12,Thursday,March,false
2019032121,2019-03-21,2019,3,21,21,1,12,Thursday,March,false
2019032122,2019-03-21,2019,3,21,22,1,12,Thursday,March,false
2019032123,2019-03-21,2019,3,21,23,1,12,Thursday,March,false
2019032200,2019-03-22,2019,3,22,0,1,12,Friday,March,false
2019032201,2019-03-22,2019,3,22,1,1,12,Friday,March,false
2019032202,2019-03-22,2019,3,22,2,1,12,Friday,March,false
2019032203,2019-03-22,2019,3,22,3,1,12,Friday,March,false
2019032204,2019-03-22,2019,3,22,4,1,12,Friday,March,false
2019032205,2019-03-22,2019,3,22,5,1,12,Friday,March,false
2019032206,2019-03-22,2019,3,22,6,1,12,Friday,March,false
2019032207,2019-03-22,2019,3,22,7,1,12,Friday,March,false
2019032208,2019-03-22,2019,3,22,8,1,12,Friday,March,false
2019032209,2019-03-22,2019,3,22,9,1,12,Friday,March,false
2019032210,2019-03-22,2019,3,22,10,1,12,Friday,March,false
2019032211,2019-03-22,2019,3,22,11,1,12,Friday,March,false
2019032212,2019-03-22,2019,3,22,12,1,12,Friday,March,false
2019032213,2019-03-22,2019,3,22,13,1,12,Friday,March,false
2019032214,2019-03-22,2019,3,22,14,1,12,Friday,March,false
2019032215,2019-03-22,2019,3,22,15,1,12,Friday,March,false
2019032216,2019-03-22,2019,3,22,16,1,12,Friday,March,false
2019032217,2019-03-22,2019,3,22,17,1,12,Friday,March,false
2019032218,2019-03-22,2019,3,22,18,1,12,Friday,March,false
2019032219,2019-03-22,2019,3,22,19,1,12,Friday,March,false
2019032220,2019-03-22,2019,3,22,20,1,12,Friday,March,false
2019032221,2019-03-22,2019,3,22,21,1,12,Friday,March,false
2019032222,2019-03-22,2019,3,22,22,1,12,Friday,March,false
2019032223,2019-03-22,2019,3,22,23,1,12,Friday,March,false
2019032300,2019-03-23,2019,3,23,0,1,12,Saturday,March,true
2019032301,2019-03-23,2019,3,23,1,1,12,Saturday,March,true
2019032302,2019-03-23,2019,3,23,2,1,12,Saturday,March,true
2019032303,2019-03-23,2019,3,23,3,1,12,Saturday,March,true
2019032304,2019-03-23,2019,3,23,4,1,12,Saturday,March,true
2019032305,2019-03-23,2019,3,23,5,1,12,Saturday,March,true
2019032306,2019-03-23,2019,3,23,6,1,12,Saturday,March,true
2019032307,2019-03-23,2019,3,23,7,1,12,Saturday,March,true
2019032308,2019-03-23,2019,3,23,8,1,12,Saturday,March,true
2019032309,2019-03-23,2019,3,23,9,1,12,Saturday,March,true
2019032310,2019-03-23,2019,3,23,10,1,12,Saturday,March,true
2019032311,2019-03-23,2019,3,23,11,1,12,Saturday,March,true
2019032312,2019-03-23,2019,3,23,12,1,12,Saturday,March,true
2019032313,2019-03-23,2019,3,23,13,1,12,Saturday,March,true
2019032314,2019-03-23,2019,3,23,14,1,12,Saturday,March,true
2019032315,2019-03-23,2019,3,23,15,1,12,Saturday,March,true
2019032316,2019-03-23,2019,3,23,16,1,12,Saturday,March,true
2019032317,2019-03-23,2019,3,23,17,1,12,Saturday,March,true
2019032318,2019-03-23,2019,3,23,18,1,12,Saturday,March,true
2019032319,2019-03-23,2019,3,23,19,1,12,Saturday,March,true
2019032320,2019-03-23,2019,3,23,20,1,12,Saturday,March,true
2019032321,2019-03-23,2019,3,23,21,1,12,Saturday,March,true
2019032322,2019-03-23,2019,3,23,22,1,12,Saturday,March,true
2019032323,2019-03-23,2019,3,23,23,1,12,Saturday,March,true
2019032400,2019-03-24,2019,3,24,0,1,12,Sunday,March,true
2019032401,2019-03-24,2019,3,24,1,1,12,Sunday,March,true
2019032402,2019-03-24,2019,3,24,2,1,12,Sunday,March,true
2019032403,2019-03-24,2019,3,24,3,1,12,Sunday,March,true
2019032404,2019-03-24,2019,3,24,4,1,12,Sunday,March,true
2019032405,2019-03-24,2019,3,24,5,1,12,Sunday,March,true
2019032406,2019-03-24,2019,3,24,6,1,12,Sunday,March,true
2019032407,2019-03-24,2019,3,24,7,1,12,Sunday,March,true
2019032408,2019-03-24,2019,3,24,8,1,12,Sunday,March,true
2019032409,2019-03-24,2019,3,24,9,1,12,Sunday,March,true
2019032410,2019-03-24,2019,3,24,10,1,12,Sunday,March,true
2019032411,2019-03-24,2019,3,24,11,1,12,Sunday,March,true
2019032412,2019-03-24,2019,3,24,12,1,12,Sunday,March,true
2019032413,2019-03-24,2019,3,24,13,1,12,Sunday,March,true
2019032414,2019-03-24,2019,3,24,14,1,12,Sunday,March,true
2019032415,2019-03-24,2019,3,24,15,1,12,Sunday,March,true
2019032416,2019-03-24,2019,3,24,16,1,12,Sunday,March,true
2019032417,2019-03-24,2019,3,24,17,1,12,Sunday,March,true
2019032418,2019-03-24,2019,3,24,18,1,12,Sunday,March,true
2019032419,2019-03-24,2019,3,24,19,1,12,Sunday,March,true
2019032420,2019-03-24,2019,3,24,20,1,12,Sunday,March,true
2019032421,2019-03-24,2019,3,24,21,1,12,Sunday,March,true
2019032422,2019-03-24,2019,3,24,22,1,12,Sunday,March,true
2019032423,2019-03-24,2019,3,24,23,1,12,Sunday,March,true
2019032500,2019-03-25,2019,3,25,0,1,13,Monday,March,false
2019032501,2019-03-25,2019,3,25,1,1,13,Monday,March,false
2019032502,2019-03-25,2019,3,25,2,1,13,Monday,March,false
2019032503,2019-03-25,2019,3,25,3,1,13,Monday,March,false
2019032504,2019-03-25,2019,3,25,4,1,13,Monday,March,false
2019032505,2019-03-25,2019,3,25,5,1,13,Monday,March,false
2019032506,2019-03-25,2019,3,25,6,1,13,Monday,March,false
2019032507,2019-03-25,2019,3,25,7,1,13,Monday,March,false
2019032508,2019-03-25,2019,3,25,8,1,13,Monday,March,false
2019032509,2019-03-25,2019,3,25,9,1,13,Monday,March,false
2019032510,2019-03-25,2019,3,25,10,1,13,Monday,March,false
2019032511,2019-03-25,2019,3,25,11,1,13,Monday,March,false
2019032512,2019-03-25,2019,3,25,12,1,13,Monday,March,false
2019032513,2019-03-25,2019,3,25,13,1,13,Monday,March,false
2019032514,2019-03-25,2019,3,25,14,1,13,Monday,March,false
2019032515,2019-03-25,2019,3,25,15,1,13,Monday,March,false
2019032516,2019-03-25,2019,3,25,16,1,13,Monday,March,false
2019032517,2019-03-25,2019,3,25,17,1,13,Monday,March,false
2019032518,2019-03-25,2019,3,25,18,1,13,Monday,March,false
2019032519,2019-03-25,2019,3,25,19,1,13,Monday,March,false
2019032520,2019-03-25,2019,3,25,20,1,13,Monday,March,false
2019032521,2019-03-25,2019,3,25,21,1,13,Monday,March,false
2019032522,2019-03-25,2019,3,25,22,1,13,Monday,March,false
2019032523,2019-03-25,2019,3,25,23,1,13,Monday,March,false
2019032600,2019-03-26,2019,3,26,0,1,13,Tuesday,March,false
2019032601,2019-03-26,2019,3,26,1,1,13,Tuesday,March,false
2019032602,2019-03-26,2019,3,26,2,1,13,Tuesday,March,false
2019032603,2019-03-26,2019,3,26,3,1,13,Tuesday,March,false
2019032604,2019-03-26,2019,3,26,4,1,13,Tuesday,March,false
2019032605,2019-03-26,2019,3,26,5,1,13,Tuesday,March,false
2019032606,2019-03-26,2019,3,26,6,1,13,Tuesday,March,false
2019032607,2019-03-26,2019,3,26,7,1,13,Tuesday,March,false
2019032608,2019-03-26,2019,3,26,8,1,13,Tuesday,March,false
2019032609,2019-03-26,2019,3,26,9,1,13,Tuesday,March,false
2019032610,2019-03-26,2019,3,26,10,1,13,Tuesday,March,false
2019032611,2019-03-26,2019,3,26,11,1,13,Tuesday,March,false
2019032612,2019-03-26,2019,3,26,12,1,13,Tuesday,March,false
2019032613,2019-03-26,2019,3,26,13,1,13,Tuesday,March,false
2019032614,2019-03-26,2019,3,26,14,1,13,Tuesday,March,false
2019032615,2019-03-26,2019,3,26,15,1,13,Tuesday,March,false
2019032616,2019-03-26,2019,3,26,16,1,13,Tuesday,March,false
2019032617,2019-03-26,2019,3,26,17,1,13,Tuesday,March,false
2019032618,2019-03-26,2019,3,26,18,1,13,Tuesday,March,false
2019032619,2019-03-26,2019,3,26,19,1,13,Tuesday,March,false
2019032620,2019-03-26,2019,3,26,20,1,13,Tuesday,March,false
2019032621,2019-03-26,2019,3,26,21,1,13,Tuesday,March,false
2019032622,2019-03-26,2019,3,26,22,1,13,Tuesday,March,false
2019032623,2019-03-26,2019,3,26,23,1,13,Tuesday,March,false
2019032700,2019-03-27,2019,3,27,0,1,13,Wednesday,March,false
2019032701,2019-03-27,2019,3,27,1,1,13,Wednesday,March,false
2019032702,2019-03-27,2019,3,27,2,1,13,Wednesday,March,false
2019032703,2019-03-27,2019,3,27,3,1,13,Wednesday,March,false
2019032704,2019-03-27,2019,3,27,4,1,13,Wednesday,March,false
2019032705,2019-03-27,2019,3,27,5,1,13,Wednesday,March,false
2019032706,2019-03-27,2019,3,27,6,1,13,Wednesday,March,false
2019032707,2019-03-27,2019,3,27,7,1,13,Wednesday,March,false
2019032708,2019-03-27,2019,3,27,8,1,13,Wednesday,March,false
2019032709,2019-03-27,2019,3,27,9,1,13,Wednesday,March,false
2019032710,2019-03-27,2019,3,27,10,1,13,Wednesday,March,false
2019032711,2019-03-27,2019,3,27,11,1,13,Wednesday,March,false
2019032712,2019-03-27,2019,3,27,12,1,13,Wednesday,March,false
2019032713,2019-03-27,2019,3,27,13,1,13,Wednesday,March,false
2019032714,2019-03-27,2019,3,27,14,1,13,Wednesday,March,false
2019032715,2019-03-27,2019,3,27,15,1,13,Wednesday,March,false
2019032716,2019-03-27,2019,3,27,16,1,13,Wednesday,March,false
2019032717,2019-03-27,2019,3,27,17,1,13,Wednesday,March,false
2019032718,2019-03-27,2019,3,27,18,1,13,Wednesday,March,false
2019032719,2019-03-27,2019,3,27,19,1,13,Wednesday,March,false
